make_model;body_type;price;vat;km;Type;Fuel;Gears;Comfort_Convenience;Entertainment_Media;Extras;Safety_Security;age;Previous_Owners;hp_kW;Inspection_new;Paint_Type;Upholstery_type;Gearing_Type;Displacement_cc;Weight_kg;Drive_chain;cons_comb
Renault Espace;Van;18800;VAT deductible;75000;Used;Diesel;6;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Lumbar support,Multi-function steering wheel,Navigation system,Power windows,Rain sensor,Split rear seats,Tinted windows;Bluetooth,Digital radio,On-board computer;Alloy wheels,Voice Control;ABS,Central door lock with remote control,Driver-side airbag,Electronic stability control,Head airbag,Isofix,LED Headlights,Passenger-side airbag,Side airbag,Tire pressure monitoring system,Traction control;3;1;96;0;Metallic;Cloth;Manual;1598;1615;front;4.4
Renault Espace;Van;27440;VAT deductible;25069;Used;Diesel;6;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system;Bluetooth,CD player,Digital radio,Hands-free equipment,MP3,On-board computer,Radio;Alloy wheels,Trailer hitch,Voice Control;ABS,Alarm system,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;1;96;0;Metallic;Cloth;Manual;1598;1635;front;4.4
Renault Espace;Van;26990;VAT deductible;10400;Used;Diesel;6;Air conditioning,Automatic climate control,Navigation system,Power windows,Start-stop system;MP3,USB;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Head airbag,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system;2;1;96;0;Metallic;Cloth;Manual;1598;1734;front;4.5
Renault Espace;Van;25990;VAT deductible;28000;Used;Diesel;6;Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Power windows,Rain sensor,Tinted windows;Bluetooth,On-board computer,Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control;1;1;98;0;Metallic;Cloth;Manual;1598;1734;front;4.7
Renault Espace;Van;25900;VAT deductible;55600;Used;Diesel;6;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrically heated windshield,Electrical side mirrors,Electric tailgate,Heads-up display,Light sensor,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Sunroof;Bluetooth,CD player,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system;Alloy wheels;ABS,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Fog lights,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;1;118;1;Metallic;Part/Full Leather;Manual;1598;1734;front;4.7
Renault Espace;Van;26450;VAT deductible;10;Used;Diesel;6;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,Hands-free equipment,On-board computer,Radio;Alloy wheels;ABS,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Tire pressure monitoring system,Traction control,Traffic sign recognition;0;1;96;0;Metallic;Part/Full Leather;Manual;1598;1734;front;4.4
Renault Espace;Van;25980;VAT deductible;10585;Demonstration;Diesel;6;Armrest,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Touch screen,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition;1;1;96;0;Metallic;Cloth;Manual;1598;1761;front;4.4
Renault Espace;Off-Road;25700;VAT deductible;21850;Used;Diesel;6;Air conditioning,Automatic climate control,Cruise control,Hill Holder,Keyless central door lock,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Tinted windows;Bluetooth,Hands-free equipment,MP3,Radio,USB;Alloy wheels,Touch screen;ABS,Alarm system,Central door lock,Daytime running lights,Electronic stability control,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag;2;1;118;0;Metallic;Part/Full Leather;Manual;1598;1734;front;4.7
Renault Espace;Van;25499;VAT deductible;20862;Employee's car;Diesel;6;Air conditioning,Armrest,Automatic climate control,Auxiliary heating,Cruise control,Electrically adjustable seats,Electrical side mirrors,Heads-up display,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats,Start-stop system,Tinted windows;Bluetooth,Digital radio,Hands-free equipment,On-board computer,USB;Alloy wheels,Touch screen,Trailer hitch,Voice Control;ABS,Adaptive Cruise Control,Adaptive headlights,Blind spot monitor,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Head airbag,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition;2;1;96;0;Metallic;Part/Full Leather;Manual;1598;1540;front;4.5
Renault Espace;Van;25490;VAT deductible;19422;Used;Diesel;6;Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Power windows,Rain sensor,Tinted windows;Bluetooth,On-board computer,Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control;1;1;98;0;Metallic;Part/Full Leather;Manual;1598;1734;front;4.7
Renault Espace;Station wagon;25200;VAT deductible;56100;Used;Diesel;6;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electric tailgate,Heads-up display,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Power windows,Rain sensor,Seat heating,Split rear seats,Sunroof;Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB;Alloy wheels,Roof rack,Touch screen;ABS,Adaptive headlights,Blind spot monitor,Central door lock,Central door lock with remote control,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition,Xenon headlights;3;1;118;0;Metallic;Part/Full Leather;Manual;1598;1734;front;4.6
Renault Espace;Van;24980;VAT deductible;19083;Used;Diesel;6;Air conditioning,Automatic climate control,Cruise control,Navigation system,Power windows,Rain sensor;Bluetooth,Hands-free equipment,On-board computer,Radio;Alloy wheels;ABS,Daytime running lights,Driver-side airbag,Electronic stability control,Passenger-side airbag,Power steering,Side airbag,Traction control;2;1;98;0;Metallic;Part/Full Leather;Manual;1598;1734;front;4.7
Renault Espace;Van;23900;VAT deductible;35276;Used;Diesel;6;Sunroof;Bluetooth,Hands-free equipment,On-board computer,Radio;Alloy wheels;ABS,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Tire pressure monitoring system,Traction control,Traffic sign recognition;2;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Van;16900;VAT deductible;122000;Used;Diesel;6;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats,Start-stop system,Tinted windows;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Touch screen,Voice Control;ABS,Central door lock,Central door lock with remote control,Driver-side airbag,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system;3;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Van;35000;VAT deductible;19311;Employee's car;Diesel;6;Air conditioning,Air suspension,Automatic climate control,Auxiliary heating,Cruise control,Electrically adjustable seats,Electrically heated windshield,Electrical side mirrors,Electric tailgate,Heads-up display,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system,Tinted windows;Hands-free equipment,MP3,Radio,Sound system,USB;Alloy wheels,Sport suspension,Touch screen;ABS,Adaptive Cruise Control,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Isofix,Lane departure warning system,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traffic sign recognition;1;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Van;32990;VAT deductible;13550;Demonstration;Benzine;6;Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrically heated windshield,Electrical side mirrors,Heads-up display,Heated steering wheel,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,Digital radio,Hands-free equipment,MP3,Radio,Sound system,USB;Alloy wheels,Catalytic Converter,Touch screen;ABS,Adaptive Cruise Control,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;1;1;165;0;Metallic;Part/Full Leather;Semi-automatic;1798;1685;front;6.8
Renault Espace;Van;30500;VAT deductible;19000;Employee's car;Diesel;6;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Electric tailgate,Hill Holder,Keyless central door lock,Leather steering wheel,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats,Start-stop system,Tinted windows;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Touch screen,Voice Control;ABS,Central door lock,Central door lock with remote control,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system;1;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Transporter;30000;VAT deductible;11000;Used;Diesel;6;Air conditioning,Armrest,Automatic climate control,Auxiliary heating,Cruise control,Electrically adjustable seats,Electrical side mirrors,Electric tailgate,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system,Wind deflector;Bluetooth,Digital radio,Hands-free equipment,On-board computer,Radio,Sound system;Alloy wheels,Winter tyres;ABS,Adaptive Cruise Control,Adaptive headlights,Alarm system,Central door lock,Central door lock with remote control,Daytime running lights,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Fog lights,Head airbag,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Night view assist,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition,Xenon headlights;1;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;4WD;4.7
Renault Espace;Transporter;30000;Price negotiable;57500;Used;Diesel;6;Air conditioning,Air suspension,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Electric tailgate,Heads-up display,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Power windows,Rain sensor,Split rear seats,Start-stop system,Sunroof,Tinted windows;Bluetooth,CD player,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,Television,USB;Alloy wheels,Handicapped enabled,Touch screen,Voice Control;ABS,Adaptive Cruise Control,Adaptive headlights,Alarm system,Blind spot monitor,Driver-side airbag,Electronic stability control,Emergency brake assistant,Head airbag,Immobilizer,Isofix,Lane departure warning system,LED Headlights,Night view assist,Passenger-side airbag,Power steering,Side airbag,Traction control,Traffic sign recognition;3;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Van;56950;VAT deductible;11;New;Diesel;6;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrically heated windshield,Electrical side mirrors,Electric tailgate,Heads-up display,Heated steering wheel,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Seat ventilation;Digital radio,Radio;Alloy wheels,Voice Control;ABS,Adaptive Cruise Control,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition;0;1;146;0;Metallic;Part/Full Leather;Semi-automatic;1997;1779;front;5.4
Renault Espace;Van;29500;VAT deductible;17900;Demonstration;Diesel;6;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically heated windshield,Electrical side mirrors,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system self-steering,Parking assist system sensors front,Power windows,Rain sensor,Split rear seats,Start-stop system;Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB;Alloy wheels,Touch screen;ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Traction control,Traffic sign recognition;1;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Station wagon;39990;VAT deductible;11000;Demonstration;Diesel;6;Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Leather steering wheel,Lumbar support,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors rear,Power windows,Seat heating;On-board computer;Alloy wheels;ABS,Alarm system,Central door lock,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Passenger-side airbag,Power steering,Traction control;1;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1659;front;4.7
Renault Espace;Van;38290;VAT deductible;4500;Demonstration;Diesel;6;Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrically heated windshield,Electrical side mirrors,Electric tailgate,Heated steering wheel,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Seat ventilation,Start-stop system,Tinted windows;Bluetooth,Digital radio,Hands-free equipment,On-board computer,Sound system,USB;Alloy wheels,Touch screen,Voice Control;ABS,Blind spot monitor,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Head airbag,Immobilizer,Isofix,Lane departure warning system,LED Headlights,Passenger-side airbag,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control;1;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Van;23000;Price negotiable;50000;Used;Diesel;6;Cruise control,Electrically adjustable seats,Leather steering wheel,Lumbar support,Massage seats,Multi-function steering wheel,Panorama roof,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Start-stop system,Tinted windows;Bluetooth,Hands-free equipment,USB;Alloy wheels,Touch screen,Voice Control;ABS,Alarm system,Blind spot monitor,Driver-side airbag,Fog lights,LED Headlights,Traffic sign recognition,Xenon headlights;3;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Van;22900;Price negotiable;50200;Used;Benzine;6;Air conditioning,Automatic climate control,Electrical side mirrors,Light sensor,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Power windows,Seat heating,Start-stop system;Hands-free equipment;Alloy wheels;ABS,Central door lock,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control;3;2;147;0;Metallic;Part/Full Leather;Semi-automatic;1618;1734;front;6.2
Renault Espace;Transporter;21000;VAT deductible;80000;Used;Diesel;6;Air conditioning,Power windows,Split rear seats;Radio;Alloy wheels;ABS,Alarm system,Passenger-side airbag,Power steering;2;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Van;23000;VAT deductible;55000;Used;Diesel;6;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Electric tailgate,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats,Start-stop system,Tinted windows;Bluetooth,CD player,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,Television,USB;Alloy wheels,Catalytic Converter,Handicapped enabled,Ski bag,Touch screen,Voice Control;ABS,Adaptive headlights,Alarm system,Blind spot monitor,Central door lock,Driver-side airbag,Electronic stability control,Emergency brake assistant,Head airbag,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition;3;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Transporter;21000;Price negotiable;80000;Used;Diesel;6;Air conditioning,Power windows,Split rear seats;Radio;Alloy wheels;ABS,Alarm system,Passenger-side airbag,Power steering;2;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Transporter;28300;VAT deductible;38000;Used;Diesel;6;Air conditioning,Air suspension,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Electric tailgate,Heads-up display,Hill Holder,Keyless central door lock,Leather seats,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system,Tinted windows;Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB;Alloy wheels,Touch screen,Voice Control;ABS,Adaptive Cruise Control,Blind spot monitor,Central door lock,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition;2;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Transporter;27990;VAT deductible;6700;Used;Diesel;6;Air conditioning,Power windows;On-board computer;Alloy wheels;ABS,Alarm system,Passenger-side airbag,Power steering,Side airbag;1;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Transporter;27000;VAT deductible;8500;Used;Diesel;6;Air conditioning,Cruise control,Electrically adjustable seats,Multi-function steering wheel,Navigation system,Park Distance Control,Power windows,Start-stop system;On-board computer;Alloy wheels;Alarm system;2;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Transporter;25000;VAT deductible;49000;Used;Diesel;6;Air conditioning,Leather seats,Power windows,Split rear seats;Radio;Alloy wheels;ABS,Alarm system,Passenger-side airbag,Power steering;2;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Transporter;26000;VAT deductible;43700;Used;Diesel;6;Air conditioning,Automatic climate control,Electrically adjustable seats,Heads-up display,Hill Holder,Keyless central door lock,Leather steering wheel,Navigation system,Parking assist system camera,Sunroof,Tinted windows;On-board computer;Alloy wheels,Touch screen,Trailer hitch,Winter tyres;Alarm system,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Traffic sign recognition;3;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Transporter;26000;VAT deductible;50200;Used;Diesel;6;Air conditioning,Air suspension,Armrest,Automatic climate control,Electrically adjustable seats,Electrical side mirrors,Electric tailgate,Hill Holder,Leather steering wheel,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats,Start-stop system,Tinted windows;Bluetooth,CD player,MP3,On-board computer,Radio,Sound system,USB;Alloy wheels,Touch screen,Voice Control;ABS,Alarm system,Driver-side airbag,Electronic stability control,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;2;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Van;25990;VAT deductible;53896;Used;Diesel;6;Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Light sensor,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,Hands-free equipment,Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control;3;1;118;1;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Van;24900;VAT deductible;91883;Used;Diesel;6;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Electric tailgate,Keyless central door lock,Leather steering wheel,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats,Start-stop system,Tinted windows;Bluetooth,Digital radio,Hands-free equipment,On-board computer,Radio;Alloy wheels,Voice Control;ABS,Adaptive Cruise Control,Alarm system,Central door lock with remote control,Driver-side airbag,Electronic stability control,Emergency system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;0;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Transporter;20500;VAT deductible;82572;Used;Diesel;6;Air conditioning,Armrest,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Split rear seats,Start-stop system,Tinted windows;Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Touch screen;ABS,Adaptive headlights,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Fog lights,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Xenon headlights;3;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Transporter;24200;VAT deductible;65000;Used;Diesel;6;Armrest,Electrically adjustable seats,Electrically heated windshield,Electrical side mirrors,Electric tailgate,Heads-up display,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Power windows,Rain sensor,Split rear seats,Start-stop system,Tinted windows;Bluetooth,Digital radio,Hands-free equipment,On-board computer,Radio,Sound system,USB;Alloy wheels,Touch screen,Voice Control;ABS,Alarm system,Electronic stability control,Immobilizer,Power steering,Tire pressure monitoring system,Traction control;3;2;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Transporter;19999;VAT deductible;65000;Used;Diesel;6;Air conditioning,Air suspension,Armrest,Automatic climate control,Electrically adjustable seats,Electrical side mirrors,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Power windows,Rain sensor,Split rear seats,Start-stop system,Tinted windows;Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,Television,USB;Alloy wheels,Roof rack,Sport suspension,Touch screen,Voice Control;ABS,Alarm system,Central door lock,Daytime running lights,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Fog lights,Head airbag,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Night view assist,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition,Xenon headlights;2;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
Renault Espace;Van;19900;VAT deductible;130000;Used;Diesel;6;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Electric tailgate,Heads-up display,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system,Tinted windows;Bluetooth,Hands-free equipment,Radio,Sound system,USB;Alloy wheels,Catalytic Converter,Shift paddles,Ski bag,Sport seats,Touch screen;ABS,Adaptive Cruise Control,Adaptive headlights,Alarm system,Blind spot monitor,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traffic sign recognition;3;1;118;0;Metallic;Part/Full Leather;Semi-automatic;1598;1734;front;4.7
